insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:19','yyyy-mm-dd hh24:mi'), 1, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:19','yyyy-mm-dd hh24:mi'), 13, 13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:29','yyyy-mm-dd hh24:mi'), 14, 14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:39','yyyy-mm-dd hh24:mi'), 15, 15);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:49','yyyy-mm-dd hh24:mi'), 16, 16);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:59','yyyy-mm-dd hh24:mi'), 17, 17);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:09','yyyy-mm-dd hh24:mi'), 18, 18);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:19','yyyy-mm-dd hh24:mi'), 19, 19);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:29','yyyy-mm-dd hh24:mi'), 20, 20);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:39','yyyy-mm-dd hh24:mi'), 21, 21);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:49','yyyy-mm-dd hh24:mi'), 22, 22);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:59','yyyy-mm-dd hh24:mi'), 23, 23);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:09','yyyy-mm-dd hh24:mi'), 24, 24);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:19','yyyy-mm-dd hh24:mi'), 25, 25);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:29','yyyy-mm-dd hh24:mi'), 26, 26);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:39','yyyy-mm-dd hh24:mi'), 27, 27);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:49','yyyy-mm-dd hh24:mi'), 28, 28);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:59','yyyy-mm-dd hh24:mi'), 29, 29);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:09','yyyy-mm-dd hh24:mi'), 30, 30);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:19','yyyy-mm-dd hh24:mi'), 31, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:29','yyyy-mm-dd hh24:mi'), 32, 2);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:39','yyyy-mm-dd hh24:mi'), 33, 3);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:49','yyyy-mm-dd hh24:mi'), 34, 4);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:59','yyyy-mm-dd hh24:mi'), 35, 5);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:09','yyyy-mm-dd hh24:mi'), 36, 6);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:19','yyyy-mm-dd hh24:mi'), 37, 7);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:29','yyyy-mm-dd hh24:mi'), 38, 8);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:39','yyyy-mm-dd hh24:mi'), 39, 9);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:49','yyyy-mm-dd hh24:mi'), 40, 10);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:59','yyyy-mm-dd hh24:mi'), 41, 11);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:09','yyyy-mm-dd hh24:mi'), 42, 12);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:19','yyyy-mm-dd hh24:mi'), 43, 13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:29','yyyy-mm-dd hh24:mi'), 44, 14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:39','yyyy-mm-dd hh24:mi'), 45, 15);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:49','yyyy-mm-dd hh24:mi'), 46, 16);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:59','yyyy-mm-dd hh24:mi'), 47, 17);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:09','yyyy-mm-dd hh24:mi'), 48, 18);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:19','yyyy-mm-dd hh24:mi'), 49, 19);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:29','yyyy-mm-dd hh24:mi'), 50, 20);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:39','yyyy-mm-dd hh24:mi'), 51, 21);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:49','yyyy-mm-dd hh24:mi'), 52, 22);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:59','yyyy-mm-dd hh24:mi'), 53, 23);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:09','yyyy-mm-dd hh24:mi'), 54, 24);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:19','yyyy-mm-dd hh24:mi'), 55, 25);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:29','yyyy-mm-dd hh24:mi'), 56, 26);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:39','yyyy-mm-dd hh24:mi'), 57, 27);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:49','yyyy-mm-dd hh24:mi'), 58, 28);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:59','yyyy-mm-dd hh24:mi'), 59, 29);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:09','yyyy-mm-dd hh24:mi'), 60, 30);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:19','yyyy-mm-dd hh24:mi'), 61, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:29','yyyy-mm-dd hh24:mi'), 62, 2);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:39','yyyy-mm-dd hh24:mi'), 63, 3);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:49','yyyy-mm-dd hh24:mi'), 64, 4);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:59','yyyy-mm-dd hh24:mi'), 65, 5);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:09','yyyy-mm-dd hh24:mi'), 66, 6);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:19','yyyy-mm-dd hh24:mi'), 67, 7);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:29','yyyy-mm-dd hh24:mi'), 68, 8);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:39','yyyy-mm-dd hh24:mi'), 69, 9);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:49','yyyy-mm-dd hh24:mi'), 70, 10);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:59','yyyy-mm-dd hh24:mi'), 71, 11);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:09','yyyy-mm-dd hh24:mi'), 72, 12);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:19','yyyy-mm-dd hh24:mi'), 73, 13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:29','yyyy-mm-dd hh24:mi'), 74, 14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:39','yyyy-mm-dd hh24:mi'), 75, 15);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:49','yyyy-mm-dd hh24:mi'), 76, 16);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:59','yyyy-mm-dd hh24:mi'), 77, 17);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:09','yyyy-mm-dd hh24:mi'), 78, 18);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:19','yyyy-mm-dd hh24:mi'), 79, 19);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:29','yyyy-mm-dd hh24:mi'), 80, 20);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:39','yyyy-mm-dd hh24:mi'), 81, 21);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:49','yyyy-mm-dd hh24:mi'), 82, 22);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:59','yyyy-mm-dd hh24:mi'), 83, 23);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:09','yyyy-mm-dd hh24:mi'), 84, 24);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:19','yyyy-mm-dd hh24:mi'), 85, 25);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:29','yyyy-mm-dd hh24:mi'), 86, 26);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:39','yyyy-mm-dd hh24:mi'), 87, 27);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:49','yyyy-mm-dd hh24:mi'), 88, 28);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:59','yyyy-mm-dd hh24:mi'), 89, 29);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:09','yyyy-mm-dd hh24:mi'), 90, 30);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:19','yyyy-mm-dd hh24:mi'), 91, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:29','yyyy-mm-dd hh24:mi'), 92, 2);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:39','yyyy-mm-dd hh24:mi'), 93, 3);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:49','yyyy-mm-dd hh24:mi'), 94, 4);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:59','yyyy-mm-dd hh24:mi'), 95, 5);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:09','yyyy-mm-dd hh24:mi'), 96, 6);
